,Unnamed: 0,property_id,address,property_name,description,num_bedroom,num_bathroom,area_size,price,transaction_type,property_type,parking,laundry,furnished,pet_friendly,latitude,longitude,build_year,smoking_allowed,air_conditioning,hardwood_floors,balcony
7,7,1007,"1696 Cunningham Way Edmonton,  AB T6W 0W5","1696 Cunningham Way Edmonton,  AB T6W 0W5","This one checks ALL the boxes!  Tucked away in desirable Callaghan this meticulously kept home is FULLY finished on all 3 levels and boasts a modern open concept design with island kitchen,  high end stainless appliances, open to dining nook with access to the fenced and landscaped yard backing walking trail! Living room offers a gas fireplace flanked by windows, 2 piece bath completes the main level, upper floor features a small bonus room (loft), large primary will full ensuite, 2 additional bedrooms that share a 4 piece bath, lower level completed with exceptional space for theatre room, a SPA inspired bath with jetted AIR tub and a SAUNA, the perfect retreat to unwind at the end of the day.  This home comes complete with central A/C and  Electric car charger capabilities!  Don't wait on this gorgeous home within walking distance to SuperStore anchored strip mall, schools and easy access to major connecting routes.",3,4.0,1444,"410,000",Buy,House,underground,shared,True,True,53.405592,-113.53026,2011,False,True,True,False
8,8,1008,"12238 89 Street Edmonton,  AB T5B 3W6","12238 89 Street Edmonton,  AB T5B 3W6","Location, Layout, Bidet! Close to schools, NAIT, shopping, downtown, easy transportation & Yellowhead. Now that we've established how amazing this mature location is, the house is second to none. 2017 build, but wasn't lived in for the first year so it feels like a new house without the GST. Main floor has high ceilings with an open concept, Vinyl Plank Flooring, Quartz counters, SS Appliances. Upstairs has plush \u0022like new\u0022 carpets big walkways into two generous sized bedrooms leading to the  LARGE MAIN BEDROOM with an ensuite and walking in closet!! Basement is set up for your success and vision of what could be. Top it all off with a yard for the kids and garage to park. Mature neighbourhood has tall overhanging trees and ample parking. This is a turnkey house, move in ready, no fixes or work. GET IN AND GET HOME",3,3.0,1604,"374,900",Buy,House,garage,shared,True,True,53.577993,-113.478309,2017,False,False,True,True
9,9,1009,"9111 151 Street Edmonton,  AB T5R 1J5","9111 151 Street Edmonton,  AB T5R 1J5","Located in a highly desirable neighbourhood close to downtown and NAIT. This charming bungalow offers a separate entrance to a mother-in-law suite. The upper level boasts an open floor-plan creating a welcoming atmosphere with a large kitchen and dining area, living room, 2 bedrooms, and a 4 piece bath. The mother-in-law suite is an exceptional addition to this property. This self-contained living space offers privacy, a second kitchen, living room, bedroom, and 4 piece bathroom. The location of this property is truly unbeatable. The proximity to downtown and NAIT ensures easy access to amenities, entertainment, and educational institutions, making it highly attractive.",3,2.0,887,"385,000",Buy,House,outdoor,shared,False,True,53.525341,-113.581275,1956,False,False,True,True
10,10,1010,"173 Edgemont Road Edmonton,  AB T6M 1J3","173 Edgemont Road Edmonton,  AB T6M 1J3","With easy access to world-class amenities like West Edmonton Mall, Edgemont provides a lively lifestyle unlike any other in West Edmonton. A community-built with your kids in mind, enjoy the benefits of outdoor and indoor recreation. You will never have a boring day! With open concept living space, the house is built with your growing family in mind. This single-family home features a double car garage. Close to shopping and future school.",1,3.0,2160,"699,000",Buy,House,underground,in_suite,True,True,53.47673,-113.66652,2021,False,False,False,True
11,11,1011,"1160 Christie Vista Edmonton,  AB T6W 4S5","1160 Christie Vista Edmonton,  AB T6W 4S5","Welcome to your dream home in Cavanagh on a MASSIVE 1092 Sq Metre PIE LOT! This 2177 sqft home comes with every upgrade possible! 9' ceilings on the main AND UPPER FLOOR! Comes equipped with central A/C, HEATED OVERSIZED double garage, extra long driveway (house was pushed back) and a SEPARATE ENTRANCE! PERFECT for a future suite/extra living space! The main floor has tile in the entrances and custom hardwood flooring throughout plus a den/office space! The kitchen is a chef's dream with upgraded appliances. Thermador built-in fridge and Bosch gas cooktop, dishwasher, wall oven and microwave/speed oven! All countertops in the home are quartz! Upstairs you have 3 bedrooms, 4 pc bath, laundry room and a massive bonus room at the back. The hallway has been widened creating a very open-feeling space! The master suite comes with a 5pc ensuite and a walk-in closet with custom shelving! No wire racks here! The showstopper is the MASSIVE backyard, nestled in a quite cul-dec-sac next to a ravine! Come and see!!",3,3.0,2178,"649,900",Buy,House,garage,shared,True,True,53.412452,-113.515617,2021,False,True,True,False
0,0,2000,"1247 Peregrine Terrace Edmonton,  AB T5S 0M3","1247 Peregrine Terrace Edmonton,  AB T5S 0M3","Welcome to luxury in Hawks Ridge! This stunning WALKOUT offers 5 bdrms, 3.5 baths & 3625 sqft. You are welcomed into a spacious foyer with soaring ceilings, large den, and open concept main floor with a massive living room flowing into the dining room and chef's kitchen. Main floor windows stretching the entire width of this home draw in a ton of natural sunlight showing off the modern & upgraded kitchen, butler's pantry plus servery. Main flr is completed with a 2pc bthrm & mudroom. Upstairs you will find all 5 BEDROOMS, 2 PRIMARY SUITES & laundry room. Primary bdrm 1 has a 5pc ensuite, primary bdrm 2 has a 4 pc ensuite, there is a common 5 pc bthrm for the remaining 3 bdrms. Each bdrm is quite spacious and finished with hardwood. The WALKOUT BASEMENT is awaiting your personal touch. This beautiful home is fully upgraded and ready for you to move in!",5,4.0,3626,"998,800",Buy,House,garage,in_suite,True,True,53.58964,-113.698582,2022.0,False,True,True,False
1,1,2001,"5743 152A Avenue Edmonton,  AB T5A 4X7","5743 152A Avenue Edmonton,  AB T5A 4X7","Welcome to the hidden gem keyhole community in Casselman, this home offers over 5700sq/ft of Living space and sits on HALF AN ACRE! ALL NEW PLUMBING AND OVER 120K IN RENO'S, it offers Gorgeous CUSTOM wood moulding craftsmanship throughout home,  including COFFERED CEILINGS. Main floor boasts a living room, dining room, den, GOURMET KITCHEN with open concept to eating area, family room & 4 SEASON SUNROOM. Kitchen has built in oven & gas stove, island, & custom cabinetry. Massive laundry room with laundry sink & lots of storage space. FOUR BEDROOMS upstairs. Huge primary bedroom w/sitting area, walk in closet, & 5 pc ensuite. FULLY FINISHED BASEMENT w/ SEPARATE ENTRANCE has huge rec area, SECOND KITCHEN, 3 BEDROOMS & BATH. MASSIVE YARD w/ APPLE, PEAR, CHERRY and PLUM fruit trees, HUGE SHED, wrap around deck, unique INDOOR GAZEBO with wood burning fireplace, stone patio, and RV PARKING. The TRIPLE GARAGE (24'x29') is insulated & heated. Don't miss out on this home, IT'S A MUST SEE!!",7,3.0,3740,"849,900",Buy,House,garage,in_suite,False,True,53.614815,-113.430206,1990.0,False,False,False,False
2,2,2002,"4715 38B Avenue Edmonton,  AB T6L 5B8","4715 38B Avenue Edmonton,  AB T6L 5B8","Fantastic Family Home located in the Southside community of Minchau steps away from Millcreek Ravine and its walking trails! This 1200+ sq ft 4 level split boasts 4 bedrooms, 2.5 Baths, Double Attached Garage, fully finished with updated Laminate flooring, Large living room on the main floor with corner wood burning fireplace, seperate dining area, spacious kitchen with loads of cupboard space and pantry. Upper floor has 3 generous sized bedrooms, 4 piece main bath and 2 piece ensuite in Primary. 3rd level has second living room, 4th bedroom and another 3 piece bath, lower level is fully finished with large rec room, potential to add a 5th bedroom, laundry area, utilty room and storage.",4,3.0,1247,"359,900",Buy,House,underground,shared,True,True,53.471118,-113.414074,1981.0,False,True,True,True
3,3,2003,"9347 69 Avenue Edmonton,  AB T6E 0S1","9347 69 Avenue Edmonton,  AB T6E 0S1","Great corner location backing onto Greenbelt reserve (walkway, benches, great for  walking dogs) that leads to Mill Creek Ravine within 1 block.  Spacious 1400 sq ft, 1 & 1/2 storey home with 4 bedrooms and fully finished basement.  Great home for renovations and excellent future building site.  Tremendous location in Hazeldean.",4,3.0,1404,"389,000",Buy,House,outdoor,in_suite,True,True,53.505408,-113.473171,1952.0,False,True,True,False
4,4,2004,"3730 Cameron Heights Place Edmonton,  AB T6M 0R1","3730 Cameron Heights Place Edmonton,  AB T6M 0R1","Estate lot for sale in Cameron Heights, one of the most preferred locations in the South West part of the city. Perfect location to build your dream home. Lot is 60ft wide with the build pocket of 46ft. Very private and steps from the ravine and the North Saskatchewan river! Builder and construction management available from the seller if required. Seller willing to finance prior to or during, the construction period. Feel free to contact listing agent for details and to discuss further!",-1,-1.0,-1,"349,000",Buy,House,underground,in_suite,True,True,53.474275,-113.628852,,False,False,True,False
5,5,2005,"11438 88 Street Edmonton,  AB T5B 3R1","11438 88 Street Edmonton,  AB T5B 3R1",Upgraded home on quiet street with newer pvc windows newer shingles and finished basement. Electric stove up gas stove in basement. Tandem single garage and covered parking plus pad parking. Can hold MANY cars. Title insurance offered,2,1.0,633,"189,900",Buy,House,covered,shared,False,True,53.56543,-113.476736,1926.0,False,True,False,False
6,6,2006,"9627 96 Street Edmonton,  AB T6C 3Z1","9627 96 Street Edmonton,  AB T6C 3Z1","This wonderful property is nestled on a quiet street in the popular Cloverdale neighborhood, one block from the river valley!!  The airy main floor includes hardwood floors, living room with beautiful gas fireplace, formal dining room, island kitchen w/ custom cabinets, quartz counters, pantry, s/s appliances, induction cook top, patio door to deck, 2 pc bath and spacious front entrance. The second floor features master bedroom,4 pc ensuite, den with patio door to deck, walk-in closet, laundry closet,4 pc bath and 2 good sized bedrooms. The 3rd floor has 490 Sq. ft. loft perfect for an office or play area. Fully finished basement includes, large recroom with murphy bed,3 pc bath, storage room, and 4th bedroom/office. Fully fenced mature yard with oversized double detached garage. Located steps from the river, the Muttart Conservatory, across from Gallagher park, and minutes from downtown. The quality and location of this home cannot be beat! THIS HOME MUST BE SEEN!!",4,4.0,2473,"849,900",Buy,House,garage,shared,False,True,53.53548,-113.474574,1997.0,False,True,False,False
7,7,2007,"6215 152 Avenue Edmonton,  AB T5A 1X6","6215 152 Avenue Edmonton,  AB T5A 1X6","AMAZING VALUE! Check out this 5 Bed, 2 Bath Bi-Level on mature tree lined street in McLeod. Updated exterior SIDING, SOFFITS, FASCIA, SHINGLES & TRIPLE PANE WINDOWS! New COMPOSITE DECK w/ ALUMINUM RAILS. New Garage Overhead Door on 24' x 22' Heated Double Detached Garage. Gutter Guards on home will keep you off the ladder! Large 55' x 120' lot w/ SOUTH FACING yard featuring chain link fence, apple tree, Lilac and fire pit space. Spacious kitchen w/ newer SS appliances & large island overlooks both front living room and rear yard. Living room boasts wood burning fireplace & large north facing window. 2 beds & full bath 4pc bath on main w/ updated vanity, tiled floor & tub surround. Bright lower-level family room w/ large windows, GAS STOVE & barn door. Mechanical/laundry room w/ new sheet vinyl flooring & HIGH EFFECIENCY furnace. 3 additional bedrooms downstairs w/ updated 3pc bath. GAS BBQ OUTLET next to new concrete driveway (portion repoured on SE corner of home). Don't delay, see this one today!",5,2.0,891,"352,500",Buy,House,outdoor,in_suite,True,True,53.612707,-113.438639,1970.0,False,True,True,False
8,8,2008,"12728 134 Street Edmonton,  AB T5L 1V4","12728 134 Street Edmonton,  AB T5L 1V4","ATTENTION INVESTORS & FIRST TIME HOME BUYERS! This 3 bedroom, cozy, very well maintained bungalow is situated in the quiet neighborhood of Athlone. Featuring spacious living, hardwood floors, great size front and backyard, double garage, and extra parking in the back. Laundry room equipped with cabinets and shelving for extra storage. Close to shopping including Costco just minutes away. Easy access to Yellowhead Trail & Anthony Henday.",3,1.0,1001,"209,000",Buy,House,outdoor,shared,True,True,53.585234,-113.552427,1957.0,False,False,True,True
9,9,2009,"1495 Howes Crescent Edmonton,  AB T6W 4G6","1495 Howes Crescent Edmonton,  AB T6W 4G6","The award winning Bespoke Aura30 Kanvi showhome in Jagare Ridge features exceptional design and remarkable finishings. Right off the entrance is the striking staircase composed of 3  white oak treads on a powder coated black steel stringer with embedded lighting and stand-off glass railings. As the house is on a corner lot, the two-storey windows highlights this marvelous staircase for all to view. The impressive kitchen has contemporary matte black cabinetry, a 14' kitchen island with a built-in oak breakfast table and Thermador and Bosch appliances. The upper floor features two bedrooms, each with walk-in closets, a kids lounge, and a magnificent master suite surrounded by natural light and connected to a master retreat lounge with a two-way fireplace adjacent the ensuite. Entertaining can be carried downstairs to the basement with the built-in bar with ample wine storage racks and theatre room. An additional bedroom and full bath can also be found in the basement. Come check it out!",4,4.0,2774,"1,385,683",Buy,House,covered,shared,True,True,53.417865,-113.574526,2020.0,False,True,False,True
10,10,2010,"15103 75A Street Edmonton,  AB T5C 1A6","15103 75A Street Edmonton,  AB T5C 1A6","Welcome to 15103 75A Avenue, Edmonton, Alberta, a unique handyperson's special with tremendous potential. This charming home features vaulted ceilings and a large living room, offering a spacious and airy feel. With 3 bedrooms, it provides ample space for a growing family or the opportunity to create a comfortable work-from-home setup. The separate entrance to the basement opens up possibilities for an additional suite or an in-law accommodation. Set on a large lot, this property invites your creative landscaping ideas, making it a wonderful outdoor oasis. Embrace the chance to transform this house into your dream home, tailored to your vision and style, all nestled within the Kilkenny neighborhood.",3,1.0,1205,"279,900",Buy,House,garage,in_suite,False,True,53.612774,-113.458519,1969.0,False,True,False,True
11,11,2011,"6212 4 Avenue Edmonton,  AB T6X 0C2","6212 4 Avenue Edmonton,  AB T6X 0C2","FANTASTIC 2-STOREY | DOUBLE ATTACHED GARAGE | UPGRADED HARDWOOD FLOORS | FULLY FENCED BACKYARD | FINISHED BASEMENT | FAMILY-FRIENDLY NEIGHBOURHOOD | EXCELLENT COMMUNITY  Definitely one of the nicest homes you are going to find. A very well-thought-out plan with a great layout. An open-concept kitchen with loads of cabinets and countertop space. Dining nook with patio doors that lead to the large beautiful backyard. An outdoor paradise is a place you can grow your own organic vegetables, a flower garden, or a place for the kids and dog to play. A bonus room could be an option, but this home prioritizes larger bedrooms with a massive master bedroom with 2nd and 3rd bedroom with a spacious living space in the finished basement. Located in a family-friendly community with tons of amenities with walking trails, a pond, a church, parks & playground, and grocery stores. Walking distance to the school with bus stops nearby. Easy access to the Anthony Henday Freeway and Edmonton International Airport. A true gem!",3,3.0,1620,"459,000",Buy,House,underground,in_suite,False,True,53.42932,-113.436777,2007.0,False,True,False,False
0,0,3000,"15103 75A Street Edmonton,  AB T5C 1A6","15103 75A Street Edmonton,  AB T5C 1A6","Welcome to 15103 75A Avenue, Edmonton, Alberta, a unique handyperson's special with tremendous potential. This charming home features vaulted ceilings and a large living room, offering a spacious and airy feel. With 3 bedrooms, it provides ample space for a growing family or the opportunity to create a comfortable work-from-home setup. The separate entrance to the basement opens up possibilities for an additional suite or an in-law accommodation. Set on a large lot, this property invites your creative landscaping ideas, making it a wonderful outdoor oasis. Embrace the chance to transform this house into your dream home, tailored to your vision and style, all nestled within the Kilkenny neighborhood.",3,1.0,1205,"279,900",Buy,House,covered,shared,True,True,53.612774,-113.458519,1969,False,False,False,False
1,1,3001,"6212 4 Avenue Edmonton,  AB T6X 0C2","6212 4 Avenue Edmonton,  AB T6X 0C2","FANTASTIC 2-STOREY | DOUBLE ATTACHED GARAGE | UPGRADED HARDWOOD FLOORS | FULLY FENCED BACKYARD | FINISHED BASEMENT | FAMILY-FRIENDLY NEIGHBOURHOOD | EXCELLENT COMMUNITY  Definitely one of the nicest homes you are going to find. A very well-thought-out plan with a great layout. An open-concept kitchen with loads of cabinets and countertop space. Dining nook with patio doors that lead to the large beautiful backyard. An outdoor paradise is a place you can grow your own organic vegetables, a flower garden, or a place for the kids and dog to play. A bonus room could be an option, but this home prioritizes larger bedrooms with a massive master bedroom with 2nd and 3rd bedroom with a spacious living space in the finished basement. Located in a family-friendly community with tons of amenities with walking trails, a pond, a church, parks & playground, and grocery stores. Walking distance to the school with bus stops nearby. Easy access to the Anthony Henday Freeway and Edmonton International Airport. A true gem!",3,3.0,1620,"459,000",Buy,House,outdoor,shared,True,True,53.42932,-113.436777,2007,False,True,True,True
2,2,3002,"1621 64 Street Edmonton,  AB T6X 0N2","1621 64 Street Edmonton,  AB T6X 0N2","This immaculately maintained half duplex in Walker Lakes greets you with an attractive exterior featuring stone accents. It is located on a peaceful street and boasts a spacious yard. As you step inside, you'll be welcomed by a generously sized entryway. The Great Room offers ample space and features a cozy gas fireplace, as well as windows spanning the entire back of the house, allowing for plenty of natural light. Adjacent to the Great Room is a sunny Dining Nook, which has its own window and opens up to the stunning Kitchen. The Kitchen showcases white stone countertops that beautifully contrast with the dark cabinetry, stainless steel appliances, and a convenient walk-in pantry. Moving upstairs, you'll find a Bonus Room with high ceilings, along with three bedrooms and two and a half bathrooms. The basement is ideal for additional development and provides ample storage space. The property's excellent location provides easy access to schools, shopping centers and public transportation.Come see it today",3,3.0,1380,"449,900",Buy,House,outdoor,shared,False,True,53.419595,-113.440161,2009,False,True,False,True
3,3,3003,"7526 Creighton Place Place Edmonton,  AB T6W 3Z3","7526 Creighton Place Place Edmonton,  AB T6W 3Z3","Welcome home to family-friendly Chappelle! This immaculate home is ready for its new family, upon entering you will be greeted with a lovely foyer that flows into your main living area featuring an open plan with hardwood floors, an island kitchen with quartz counters, an eating area, a spacious great room with a fireplace that boasts custom built-ins. Upstairs you will find your owner's suite boasting a walk-in closet and five pieces ensuite, 2 good-sized bedrooms, a bonus room & your second-floor laundry complete this floor. You cannot wait until spring to watch your yard bloom. Your backyard will be your oasis, unobstructed view no neighbours in the back and enough room for the kids to play. Don't forget the clubhouse! There is a spray park, ice rink, sports fields and many programs to enjoy. You will feel immediately at home in Chappelle!",3,3.0,1687,"478,000",Buy,House,underground,shared,True,True,53.397778,-113.584317,2018,False,False,False,True
4,4,3004,"12923B 117 Street Edmonton,  AB T5E 5J8","12923B 117 Street Edmonton,  AB T5E 5J8","Welcome home! This 3+1 bedroom half duplex sits on a tree lined street in the beautiful and quiet neighbourhood of Calder. This spacious and bright gem has plenty of space for everyday living. Upgrades include new paint, hot water tank and newer shingles.  The well appointed kitchen includes plenty of cupboard space and a cozy eat in nook. Enjoy the bay window and wood burning fireplace in the large living room. The basement boasts a large rec room, 4th bedroom, 3 piece bathroom, laundry and plenty of storage. Outside you'll find a large, fully fenced yard with oversized single garage. Shopping, schools, recreation centre, playgrounds and a dog park are all just minutes away. With road and sidewalk rehabilitation complete, it is time to settle in and enjoy your best life.",4,2.0,935,"264,900",Buy,House,garage,shared,False,True,53.58838,-113.523124,1978,False,True,False,False
5,5,3005,"11415 96 Street Edmonton,  AB T5G 1T5","11415 96 Street Edmonton,  AB T5G 1T5","What a pretty house!  Built in 2007, this 962 sq ft 2-storey is an end unit in a triplex on a fairly quiet street.  Open and bright, the main floor features living/dining room, a two entrance kitchen in yellow, and ample Front and Rear entries.  Upstairs we find three bedrooms, the master is big enough for a king-size, and the four-piece main bath.  The basement is finished, and features a bright recreation room with the laundry off to the side, another bedroom and another 3-piece bath.  The East facing backyard is fenced and landscaped, with a deck built underneath the kitchen window.  The parking pad out back is large enough to fit at least 3 vehicles.  See it soon!",4,2.0,963,"249,900",Buy,House,covered,shared,True,True,53.564751,-113.489919,2007,False,True,False,True
6,6,3006,"Address Withheld Edmonton,  AB T5Y 2K9","Address Withheld Edmonton,  AB T5Y 2K9","IMPRESSIVELY RENOVATED & UPDATED!  This spacious 4-level split in Kirkness offers 4 bedrooms, 1.5 baths, a fully finished basement and over sized single detached garage and new deck.  Located on a quiet street with EXTENSIVE UPDATES, it is like NEW!  Main floor offers a spacious living room with large picture window that bathes this space in natural lighting.  A beautiful chic kitchen and dining space with side door access.  Upper floor has 2 roomy bedrooms, and 4 piece bath. Primary room features a walk in closet. Lower level has 2 more sizable bedrooms and 2 piece bath.  Basement is a large space, perfect for family recreational space and laundry/storage. Their is an  insulated single detached garage. The backyard is fenced with a nice newer deck, with gazebo. Newer furnace and shingles. Great location, close to Kirkness School, Manning Town Shopping Centre & Transit. Easy access to major commuting routes",4,2.0,942,"339,000",Buy,House,underground,in_suite,False,True,,,1983,False,True,False,True
7,7,3007,"1027 61 Street Edmonton,  AB T6L 3W2","1027 61 Street Edmonton,  AB T6L 3W2","Sakaw - conveniently to schools, parks, the Henday for easy commuting & all shopping amenities. This BUNGALOW offers a tastefully UPDATED MAIN FLOOR featuring beautiful HARDWOOD flooring, a MODERN KITCHEN w/ stainless steel appliances & GRANITE TOPS, and a rare FULL ENSUIRE in the primary bedroom, providing added convenience and privacy. Check out the spacious yard including a fire pit for cozy evenings, a DOG RUN on the side for your furry friends, and ample room to construct a double detached garage to accommodate your vehicles & storage needs. For those considering future possibilities, the basement has a SEPARATE ENTRANCE, lots of storage, a spa sized bathroom, a 4th bedroom (window is not to egress),  and a large den currently utilized as a home gym. While the house is in good condition, it could use some minor updates including new shingles & a little TLC to make it shine. Once completed, this home will be ready to serve your family for many years to come, providing a warm & welcoming atmosphere.",4,3.0,1081,"364,000",Buy,House,outdoor,in_suite,True,True,53.438957,-113.43215,1982,False,True,False,True
8,8,3008,"9422 155 Street Edmonton,  AB T5R 1X1","9422 155 Street Edmonton,  AB T5R 1X1","NEVER BEEN LISTED, THIS OVERSIZED PIE-LOT BUNGALOW WITH OVERSIZED DOUBLE DETACHED GARAGE ON QUIET CUL-DE-SAC STREET IN SHERWOOD READY FOR FULL RENOVATION OR REDEVELOPMENT. Located just 15 mins drive to DOWNTOWN core and steps to future GLENWOOD/SHERWOOD LRT Stop, this RF1 zoned lot gives flexible opportunities including Duplex, Garden Suite and/or Secondary Suite options for the new owner. Best features is the opportunity to redevelop steps from LRT stop with one of the rare pie lots within a mature neighbourhood or move in while you plan out your project! Upgrades incl. windows, insulated garage, multiple gardens, storage shed and updated kitchen. 3 bed up, 1 bath up with SEPARATE ENTRANCE to the basement with suite potential already well laid out. This is a ultra rare opportunity at a massive pie lot with loads of flexible development options close to future LRT. Take a look today and get ready to move right in!",3,2.0,1206,"318,000",Buy,House,garage,shared,False,True,53.530605,-113.58911,1953,False,False,False,False
9,9,3009,"20506 92A Avenue Edmonton,  AB T5T 3J8","20506 92A Avenue Edmonton,  AB T5T 3J8","LOCATION LOCATION LOCATION! PERFECT ADULT bungalow in Sudar Greens with over 2000 sq.ft. of developed living space backing LEWIS ESTATES GOLF COURSE and neighbouring a WALKING PATH. This gem comes complete with a DOUBLE ATTACHED GARAGE, a large DECK, & PLENTY OF YARD SPACE. The main floor features an OPEN CONCEPT kitchen w/ STAINLESS STEEL APPLIANCES, GRANITE COUNTERTOPS, & a BREAKFAST NOOK, + a SPACIOUS LIVING AREA w/ a GAS FIREPLACE, VAULTED CEILINGS, and extendable DINING AREA. The PRIMARY BEDROOM w/ a 4PC ENSUITE & WALK-IN CLOSET is also conveniently located on the main floor, along with a SECOND BEDROOM and 2PC BATH. Downstairs offers a FINISHED BASEMENT with a second living space w/ a 2nd GAS FIREPLACE , THIRD BEDROOM w/ a 4PC ENSUITE, & a HUGE STORAGE ROOM. A/C is currently roughed in + laundry can be moved upstairs. Located close to all the AMENITIES you can think of including SHOPS, CAFES, GROCERY STORES, TRAILS, GOLF, SCHOOLS, & PUBLIC TRANSIT. Easy access to ANTHONY HENDAY, WHITEMUD, & HWY 16A.",3,3.0,1301,"584,900",Buy,House,outdoor,shared,False,True,53.527942,-113.669934,2011,False,True,False,False
10,10,3010,"7559 112 Avenue Edmonton,  AB T5B 0E5","7559 112 Avenue Edmonton,  AB T5B 0E5","Nicely maintained home in Virginia Park.  Service road access in front and overlooking Borden Park.  Good access to Concordia University and the River Valley.  Spacious layout with a large Living room and modernized Kitchen, fully developed basement with a 3rd bedroom, recreation/family room, full bath and laundry area.  Includes a private enclosed porch in the back, Double garage and large concrete RV parking pad.",3,2.0,1037,"335,000",Buy,House,outdoor,shared,True,True,53.560901,-113.455973,1948,False,True,True,True
11,11,3011,"9625 163 Street Edmonton,  AB T5P 3M9","9625 163 Street Edmonton,  AB T5P 3M9","Welcome to Glenwood! There is tons of potential in this 1067 sq ft cozy and unique starter home featuring 3 bedrooms and 1.5 bathrooms, with double detached garage all situated on a HUGE west facing lot. Living room features large windows to allow beautiful natural light in to the home. Following through the dining area find the kitchen featuring tons of cabinetry, counter space, storage and stainless steel appliances! 3 bedrooms, full 4pc bathroom and 2 pce bath along with laundry complete the functional main level. Cute curb appeal and HUGE back yard with sun room and double detached garage. Perfect for first time buyers, as a investment property and close to all amenities! 50ftx150ft wide lot gives you lots of possiblities! A great renovated investment property to stay for a few years & make infill later! Close to transportation, shopping & schools!",3,2.0,1067,"323,801",Buy,House,garage,shared,True,True,53.534074,-113.60238,1959,False,False,True,True
0,0,4000,"4825 115 Avenue Edmonton,  AB T5W 0W3","4825 115 Avenue Edmonton,  AB T5W 0W3","Location, Location, Location, beautiful home located two blocks off Ada Boulevard.    Don't miss out on this gorgeous 3 bedroom, 1 bathroom 4 level spilt home with 1571 total sq footage including basement. Features include slate tile in the front entrace and front steps and beautiful california ceiling in the living room. This property has numerous upgrades; New hot water tank, Newer Shingles, Upgraded Electrical and Plumbing, travertine tile and porcelain tub in the bathroom and so much more. Enjoy entertaining on your large concrete patio in your large 44 X 156 backyard lot. Detached double car garage, large area behind the garage to park 4 cars. Close to ravine, walking trails, 5 minutes to Anthony Henday and Yellowhead Trail. Don't miss out on this opportunity!! It's a must see!!",3,1.0,859,"259,000",Buy,House,underground,shared,True,True,53.567215,-113.416975,1945,False,True,False,False
1,1,4001,"11531 101 Street Edmonton,  AB T5G 2B2","11531 101 Street Edmonton,  AB T5G 2B2","Spacious 2 bedroom bungalow located in Spruce Avenue, close to the Royal Alex hospital and Kingsway Mall with easy access to downtown. Great tenant, punctual, (tradeperson and handyman) that likes to do improvements and maintenance on his own time.  Home is situated on a deep RF3 lot - 33x146.5 - good infill as well for future or current re-development.",2,1.0,812,"167,500",Buy,House,covered,shared,False,True,53.566795,-113.492888,1942,False,True,False,False
2,2,4002,"12201 46 Street Edmonton,  AB T5W 2W5","12201 46 Street Edmonton,  AB T5W 2W5","Get inspired in BERGMAN! BEAUTIFUL renovated 5 bedroom bungalow with 2 KITCHENS, Separate Entry, and Oversized Double Garage on a quiet lot. The main floor features laminate floors, a large family room perfect for entertaining, formal dining room (with hidden storage) and a large kitchen perfect for prepping meals! The main bath has been renovated and you have 3 large bedrooms with enough room for everyone. The fully finished renovated basement features an in-law suite with another kitchen, large family room, 2 more large bedrooms a 3 piece shower and extra storage. Outside is your large yard (50 ft lot!) and oversized insulated double garage (wifi enabled!), perfect for BBQ season! Other upgrades include Hardie board siding, new windows, new shingles, new lights, new concrete poured in the garage and more! This is the perfect home and/or investment property located on a large quiet private corner lot! The location is fantastic and close to all amenities. Add this one to your portfolio today!",5,2.0,986,"399,000",Buy,House,underground,shared,True,True,53.576848,-113.411978,1957,False,True,True,True
3,3,4003,"16428 88 Street Edmonton,  AB T5Z 3W9","16428 88 Street Edmonton,  AB T5Z 3W9","STUNNING 2-Storey home with over 3500 Sq.ft of living space on all 3 floors, located in BELLE RIVE with a SECONDARY KITCHEN in the BASEMENT and SIDE ENTRANCE. The main floor of the property features a living room upon entry with huge windows, OPEN TO BELOW Foyer with High Ceilings, a formal dining room, a family room, a den (bedroom), and a full bath on the main, with a huge kitchen. Greeted by Grand Stairs, the second floor leads you to 4 generous size bedrooms, 2 full bathrooms, and a SECOND-FLOOR OUTDOOR BALCONY. The Fully Finished Basement offers 1 Bedroom, Laundry, and Kitchen with a big Rec Room. The potential is endless in this home with so much to offer. It includes Air Conditioning for those hot summer days and a heated garage. Beautifully & professionally landscaped with very little maintenance in the back and front yard. Conveniently located walking distance to parks, schools, restaurants, and Anthony Henday. Great opportunity to own a beautiful home in a prestigious community.",5,4.0,2669,"649,000",Buy,House,garage,in_suite,False,True,53.62716,-113.478408,2003,False,True,True,False
